gender,birth,marriage,religion,income,code_job,code_region
1,1977,1,2,342,761,1
1,2000,5,2,,,1
2,1977,1,2,175,246,1
2,2001,0,2,,,1
1,1961,1,1,249,753,1
2,1963,1,1,65,930,1
1,1990,5,1,251,942,1
1,1995,5,1,,,1
1,1959,1,2,250,910,1
2,1963,1,2,,999,1
2,1989,5,2,291,285,1
1,1990,5,2,300,236,1
1,1970,1,2,383,234,1
2,1971,1,2,199,992,1
2,2006,0,2,,,1
1,1971,1,1,369,861,1
2,1975,1,1,660,313,1
2,2002,0,1,,,1
1,2005,0,1,,,1
1,1973,1,1,550,311,2
2,1971,1,1,,,2
1,2003,0,1,,,2
2,2007,0,1,,,2
1,1975,1,2,295,149,2
2,1977,1,2,171,313,2
1,2003,0,2,,,2
1,2006,0,2,,,2
1,1962,1,1,583,312,1
2,1968,1,1,167,247,1
2,1995,5,1,30,392,1
1,1997,5,1,,,1
1,1968,1,2,500,761,1
2,1974,1,2,200,313,1
2,1999,5,2,,,1
2,2001,0,2,,,1
1,2003,0,2,,,1
1,1973,1,1,370,431,1
2,1974,1,1,179,952,1
1,2001,0,1,,,1
2,2008,0,1,,,1
1,1975,1,2,,521,1
2,1975,1,1,,521,1
2,2003,0,1,,,1
2,2008,0,1,,,1
1,1978,1,1,398,771,1
2,1978,1,1,,,1
2,2007,0,1,,,1
2,2010,0,1,,,1
1,1961,1,2,,873,1
2,1963,1,2,,,1
1,1993,5,2,217,441,1
1,1972,1,2,583,312,1
2,1973,1,2,260,259,1
1,2002,0,2,,,1
1,1974,1,2,,,1
2,1975,1,2,101,952,1
2,1998,5,2,125,952,1
1,2000,5,2,80,952,1
1,2003,0,2,,,1
2,2006,0,2,,,1
1,1953,1,2,,521,1
2,1959,1,2,,,1
2,1981,5,2,225,246,1
2,1983,1,1,235,313,1
1,1979,1,1,425,222,1
1,1952,1,1,,510,1
2,1957,1,1,,521,1
2,1989,5,1,258,313,1
2,1990,5,1,163,531,1
1,1993,5,1,,,1
1,1946,1,1,,,1
2,1949,1,1,,,1
1,1978,5,1,310,314,1
1,1975,1,1,317,921,2
2,1981,1,1,54,999,2
2,2014,0,1,,,2
1,2016,0,1,,,2
1,1961,1,1,,782,1
2,1961,1,2,197,941,1
1,1990,5,2,,531,1
2,1992,5,2,218,421,1
2,1995,5,2,163,314,1
1,1974,1,2,542,312,2
2,1976,1,2,,,2
2,2005,0,2,,,2
1,1947,1,1,199,942,1
2,1952,1,1,,,1
1,1980,1,1,80,532,1
1,1982,5,1,250,222,1
1,1943,1,1,,,1
2,1946,1,1,,,1
1,1973,5,1,200,510,1
2,1975,5,1,250,320,1
2,1942,2,1,,,1
1,1945,3,2,,,1
2,1922,2,2,,,1
2,1950,1,1,27,941,1
1,1941,1,2,,,1
2,1981,5,2,150,222,1
2,1934,2,1,,,1
2,1937,2,1,,,1
2,1935,1,2,,,2
1,1942,3,1,,941,1
2,1938,2,1,,,5
1,1971,3,2,442,762,5
2,2004,0,2,,,5
1,2008,0,2,,,5
1,1944,3,2,,,1
1,1958,4,2,,,1
1,1992,5,2,187,992,1
1,1932,1,1,,,1
2,1943,1,1,,,1
2,1941,2,2,,,1
1,1951,3,2,,,1
2,1994,5,2,464,853,1
1,1946,1,2,,,2
2,1948,1,2,,,2
1,1962,1,1,500,252,1
2,1963,1,1,667,252,1
1,1996,5,1,,,1
2,1947,1,1,,,1
1,1967,1,1,292,521,1
2,1973,1,1,283,312,1
2,2000,5,1,,,1
1,2002,0,1,,,1
1,1945,2,2,,,1
1,1939,1,2,,,1
2,1943,1,2,,,1
1,1966,1,2,270,921,1
2,1969,1,1,130,510,1
2,1997,5,2,176,231,1
2,1999,5,2,158,314,1
1,2006,0,2,,,1
1,1946,1,2,,,6
2,1952,1,2,,,6
2,1982,1,2,,,2
1,1979,1,2,225,752,2
1,2015,0,2,,,2
2,2015,0,2,,,2
1,2015,0,2,,,2
1,1954,1,1,170,941,1
2,1958,1,1,125,941,1
1,1985,5,1,,,1
1,1990,5,1,200,799,1
2,1940,1,1,,,1
2,1939,2,1,,,1
2,1965,4,2,417,246,1
1,1989,5,2,250,521,1
1,1991,5,2,185,134,1
1,1976,1,2,410,841,5
2,1980,1,2,,,5
1,2006,0,2,,,5
2,2009,0,2,,,5
2,1950,2,1,,941,1
2,1963,2,2,120,421,1
2,1992,5,2,108,314,1
1,1994,5,2,,,1
2,1985,1,2,,,6
1,1980,1,2,468,753,6
1,2010,0,2,,,6
2,2012,0,2,,,6
1,1960,1,2,,235,2
2,1963,1,1,180,864,2
2,1988,5,2,208,243,2
2,1990,5,2,,,2
2,1993,5,2,292,243,2
1,1974,1,1,,139,1
2,1976,1,1,,,1
1,2002,0,1,,,1
1,2006,0,1,,,1
1,2011,0,1,,,1
1,1941,1,2,,,1
2,1942,1,2,,,1
2,1971,5,1,108,254,1
2,1938,2,1,,,1
1,1942,1,2,,,1
2,1948,1,1,,,1
1,1970,5,2,,,1
1,1972,5,2,150,799,1
1,1964,6,2,,,2
2,1967,2,1,,,2
2,2001,0,2,,,2
2,1991,1,2,,,2
1,1992,1,2,333,320,2
1,2014,0,2,,,2
2,2014,0,2,,,2
1,1970,1,2,260,783,1
2,1971,1,2,170,722,1
1,1999,5,2,,,1
1,1941,1,2,,,1
2,1941,1,2,,,1
1,1978,5,2,,,1
2,1944,2,1,,,1
1,1953,1,1,,,1
2,1952,1,1,180,930,1
1,1977,1,2,600,239,2
2,1977,1,2,,,2
1,2006,0,2,,,2
1,2008,0,2,,,2
1,1973,1,1,750,510,2
2,1978,1,1,,,2
1,2003,0,1,,,2
2,2005,0,1,,,2
1,2014,0,1,,,2
1,1971,1,1,,521,1
2,1973,1,1,,,1
2,1995,5,1,205,311,1
1,1999,5,1,,,1
2,1932,2,1,,,1
2,1964,5,2,,422,2
2,1940,2,1,27,999,1
2,1929,2,1,,,1
1,1976,1,2,489,510,2
2,1980,1,2,,,2
2,2007,0,2,,,2
2,2014,0,2,,,2
2,1933,2,1,27,999,1
1,1976,1,2,303,285,1
2,1979,1,2,,,1
2,2008,0,2,,,1
2,2012,0,2,,,1
1,2016,0,2,,,1
2,1978,1,1,550,320,1
1,1978,1,1,,241,1
1,2006,0,1,,,1
1,2015,0,1,,,1
2,1981,5,1,569,320,1
1,1968,1,2,736,411,2
2,1970,1,2,158,399,2
2,1998,5,2,40,521,2
2,2001,0,2,,,2
1,2007,0,2,,,2
1,1954,1,1,,,1
2,1956,1,2,,,1
1,1983,5,1,123,930,1
1,1984,5,2,,442,1
1,1957,1,2,,952,1
2,1962,1,1,,,1
2,1987,5,2,254,246,1
1,1984,1,2,327,246,2
2,1985,1,2,178,314,2
1,2012,0,2,,,2
2,2014,0,2,,,2
1,1963,1,2,,442,1
2,1968,1,1,,,1
2,1992,5,1,195,253,1
2,1994,5,1,230,281,1
1,1942,1,1,,,1
2,1945,1,1,,,1
2,1983,5,1,509,330,1
2,1929,2,2,,,1
1,1940,2,1,,,2
1,1970,1,2,880,222,2
2,1973,1,1,358,312,2
1,2010,0,1,,,2
2,1943,2,1,,,1
1,1953,1,1,50,231,1
2,1956,1,1,,,1
1,1988,5,2,392,222,1
1,1991,5,2,,,1
1,1936,1,1,,,1
2,1935,1,1,,,1
1,1936,2,1,,,1
1,1932,1,2,,,1
2,1935,1,1,,,1
1,1966,1,2,673,411,1
2,1969,1,2,200,399,1
2,1999,5,2,,,1
1,1966,1,1,1083,223,1
2,1969,1,1,,247,1
2,1996,5,1,,,1
2,1999,5,1,,,1
1,1963,1,2,,312,1
2,1972,1,2,140,399,1
1,1994,5,2,30,259,1
2,1998,5,2,,,1
1,1967,1,1,,,1
2,1968,1,1,658,243,1
2,2001,0,1,,,1
1,1951,1,2,,873,1
2,1958,1,1,215,313,1
2,1991,5,2,263,243,1
2,1949,2,1,,,1
1,1965,1,2,320,313,1
2,1966,1,2,180,521,1
2,1997,5,2,,,1
1,1957,4,1,,873,1
2,1962,4,2,,441,2
1,2002,0,2,,,2
1,1974,1,2,,811,7
2,1977,1,2,,521,7
2,2005,0,2,,,7
1,2011,0,2,,,7
1,1936,1,1,,,1
2,1937,1,1,,,1
1,1971,1,2,,139,1
2,1976,1,2,848,320,1
2,2006,0,2,,,1
1,2009,0,2,,,1
2,1935,2,1,,,1
1,1957,1,1,,,1
2,1964,1,1,180,313,1
2,1992,5,1,183,313,1
1,1961,1,1,1375,141,1
2,1965,1,1,,,1
2,1990,1,1,213,247,1
2,2001,0,1,,,1
1,1971,1,2,563,312,6
2,1973,1,1,,521,6
1,2002,0,2,,,6
1,2005,0,2,,,6
2,1949,2,1,,,6
2,1936,2,1,,,1
2,1945,3,2,,,2
1,1942,5,2,,,2
2,1957,3,1,230,941,1
1,1980,1,2,375,222,1
2,1979,1,2,107,399,1
1,2008,0,2,,,1
1,1965,1,2,,441,2
2,1966,1,2,,442,2
1,1999,5,2,,,2
2,1956,3,2,,,2
2,1983,1,2,300,313,2
2,1985,5,1,330,311,2
1,2009,0,2,,,2
1,1984,1,2,,141,2
1,1972,1,2,1292,320,2
2,1975,1,2,,,2
2,2001,0,2,,,2
1,2004,0,2,,,2
2,2011,0,2,,,2
2,1938,2,1,,,1
1,1940,1,2,,,2
2,1945,1,2,,,2
2,1939,2,1,,521,1
1,1933,1,2,,,1
2,1934,1,2,,,1
1,1950,1,2,,,1
2,1956,1,1,125,951,1
2,1983,5,2,253,247,1
2,1986,5,1,,,1
1,1946,1,2,,152,1
2,1950,1,2,,,1
1,1979,1,1,474,135,1
2,1978,1,1,483,314,1
2,2012,0,2,,,1
1,2014,0,2,,,1
1,1930,1,1,,,1
2,1939,1,1,,,1
2,1940,2,1,,,1
1,1942,1,1,,922,2
2,1944,1,1,,,2
1,1972,1,1,,873,2
2,1979,1,1,360,312,2
2,2002,0,1,,,2
1,2006,0,1,,,2
2,1949,2,2,,,1
1,1981,1,2,292,312,1
2,1985,1,1,100,259,1
1,2011,0,2,,,1
1,2014,0,2,,,1
1,2016,0,2,,,1
1,1948,1,1,,,1
2,1952,1,1,,,1
1,1958,1,1,,922,1
2,1958,1,1,150,941,1
1,1984,5,1,,,1
1,1936,1,2,,,1
2,1938,1,2,,,1
2,1971,2,2,230,399,1
1,1939,1,1,,,1
2,1943,1,1,27,941,1
1,1938,1,2,,,1
2,1946,1,2,,,1
2,1976,3,2,266,247,1
2,2009,0,2,,,1
1,1943,1,2,,,1
2,1943,1,2,,,1
1,2008,0,2,,,1
2,1939,2,1,,,1
1,1949,1,2,,,1
2,1956,1,2,110,941,1
2,1977,1,2,,,2
1,1978,1,2,,271,2
1,2008,0,2,,,2
2,2010,0,2,,,2
1,1979,1,2,341,441,1
2,1980,1,2,,,1
2,2009,0,1,,,1
1,2012,0,1,,,1
1,1981,1,1,,873,1
2,1981,1,1,,,1
2,2014,0,1,,,1
2,2017,0,1,,,1
2,1963,2,2,60,951,1
1,1992,5,1,160,999,1
2,1993,5,2,168,791,1
2,1996,5,2,,,1
2,1940,2,1,,,1
2,1975,5,1,130,399,1
2,1983,1,2,60,259,2
1,1986,1,2,261,312,2
1,1985,1,2,350,510,1
2,1986,1,1,200,259,1
1,2014,0,2,,,1
1,2016,0,2,,,1
2,1968,1,1,55,399,2
2,2002,0,1,,,2
1,1960,1,1,430,873,1
2,1962,1,2,132,941,1
2,1989,5,1,215,247,1
2,1991,5,1,193,246,1
2,1947,2,1,80,941,1
1,1966,3,2,260,753,1
2,1996,5,2,,,1
2,1942,2,2,85,941,1
1,1997,5,2,150,259,1
2,1931,2,1,,,1
1,1937,1,2,,,1
2,1937,1,2,,,1
1,1954,1,2,418,873,1
2,1958,1,2,,,1
1,1982,5,2,364,222,1
2,1985,1,2,250,313,1
1,1983,1,2,400,510,1
1,1961,2,2,208,942,1
1,1991,5,2,210,412,1
1,1948,1,1,,,5
2,1952,1,1,,,5
1,1973,1,2,,761,2
2,1974,1,2,243,441,2
1,2000,5,2,,,2
2,2001,0,2,,,2
1,1938,2,2,18,991,5
1,1966,1,2,755,311,5
2,1970,1,2,737,311,5
1,1994,5,2,,,5
2,1975,5,2,333,313,1
1,1975,5,2,317,799,1
2,1979,3,2,540,222,1
1,2015,0,2,,,1
2,1982,1,1,,,1
1,1978,1,1,459,312,1
1,2014,0,1,,,1
1,2016,0,1,,,1
2,1981,5,1,358,252,1
1,1938,6,2,,,1
2,1971,5,2,,,1
1,1974,5,2,150,953,1
1,1967,1,1,212,441,6
2,1970,1,1,,,6
2,1995,5,1,,,6
2,1956,3,2,,,1
1,1984,5,2,226,312,1
1,1985,5,2,162,314,1
2,1959,3,1,110,951,1
1,1964,1,1,259,841,1
2,1963,1,1,111,930,1
1,1989,5,1,299,521,1
2,1991,5,1,,,1
2,1956,4,1,40,441,2
2,1982,1,1,550,252,2
1,1979,1,1,718,239,2
2,2010,0,1,,,2
2,2013,0,1,,,2
1,1986,1,1,167,314,2
2,1985,1,1,167,314,2
1,2015,0,1,,,2
2,2016,0,1,,,2
1,1947,1,2,,823,1
2,1949,1,2,,823,1
1,1974,5,2,,,1
2,1970,1,1,,,2
1,1971,1,1,548,752,2
1,2009,0,1,,,2
2,2011,0,1,,,2
1,1947,3,2,,,1
1,1970,1,1,680,312,1
2,1971,1,1,,,1
2,1997,5,1,225,531,1
1,2001,0,1,,,1
2,1936,2,1,,,1
1,1957,1,2,,823,1
2,1963,1,2,,823,1
2,1984,5,2,335,281,1
1,1988,5,2,222,772,1
2,1966,3,1,105,952,1
1,1994,5,2,64,953,1
2,1999,5,2,55,521,1
1,1945,1,1,,,1
2,1949,1,1,,,1
1,1953,1,2,,,2
2,1956,1,2,,,2
2,1987,5,2,358,252,2
1,1946,1,1,,,2
2,1954,1,1,,,2
2,1948,5,1,,,1
1,1946,1,2,,612,1
2,1957,1,2,,,1
2,1960,1,1,190,951,1
1,1960,1,1,,762,1
1,1991,5,1,,,1
2,1987,1,1,320,313,1
1,1983,1,2,442,222,1
1,1939,3,1,,,1
2,1959,1,2,,,1
1,1950,1,2,183,942,1
1,1937,2,1,35,922,1
2,1975,5,1,,,1
2,1973,1,1,,521,1
1,1966,1,2,266,274,1
2,1998,5,2,120,521,1
1,1999,5,2,,,1
1,1967,1,1,250,245,1
2,1970,1,1,173,243,1
2,1998,5,1,60,521,1
1,2002,0,1,,,1
1,1963,1,1,,782,1
2,1966,1,1,,,1
2,1989,5,1,300,313,1
2,1991,5,1,215,243,1
2,1991,5,1,220,243,1
1,2003,0,1,,,1
1,1949,3,2,,,1
2,1957,2,1,150,941,1
1,1989,1,2,333,312,1
2,1932,2,1,,,1
2,1991,1,1,,,1
1,1955,5,1,,,1
1,1936,2,2,,,2
2,1942,2,1,,153,1
2,1957,3,2,,,1
2,1963,4,1,174,421,1
1,1999,5,2,,,1
2,2001,0,2,,,1
2,1956,1,2,,152,6
1,1957,1,2,231,761,6
1,1981,5,2,250,521,1
1,1959,1,1,,910,1
2,1962,1,1,,,1
1,1993,5,1,,,1
1,1958,3,2,50,314,1
1,1990,5,2,,,1
1,1963,1,1,,,1
2,1964,1,1,,,1
2,1989,5,1,158,811,1
2,1971,3,2,,,1
2,1961,3,2,,,1
2,1998,5,2,,,1
1,1964,5,2,200,721,1
1,1957,1,2,,274,1
2,1961,1,2,,312,1
1,1988,5,2,200,399,1
1,1942,1,1,,,1
2,1942,1,1,,,1
2,1982,1,1,,422,1
1,1980,1,1,,422,1
1,2017,0,2,,,1
2,1959,3,1,120,951,1
1,1973,1,2,386,314,1
2,1970,1,1,,,1
2,2000,5,1,,399,1
2,2010,0,1,,,1
1,1977,1,2,458,222,1
2,1977,1,1,,,1
1,1973,1,2,662,312,1
2,1973,1,2,,,1
2,2000,5,2,,,1
1,2002,0,2,,,1
2,1960,2,2,,,7
1,2000,5,2,,,7
1,1943,1,2,,611,2
2,1948,1,2,,,2
1,1947,1,2,,,1
2,1952,1,2,,,1
1,1967,1,1,,952,1
2,1974,1,1,,441,1
1,2002,0,1,,,1
2,2004,0,1,,,1
1,2011,0,1,,,1
1,1968,1,2,416,312,1
2,1972,1,2,378,312,1
2,2000,5,2,,,1
1,2001,0,2,,,1
1,1975,1,2,,823,1
2,1978,1,2,,,1
2,2005,0,2,,,1
1,2007,0,2,,,1
1,1943,1,1,128,942,1
2,1947,1,1,167,941,1
1,1951,3,2,,783,1
2,1931,2,2,,,7
1,1939,1,2,,,7
2,1948,1,2,,,7
1,1949,1,1,200,942,1
2,1955,1,1,,,1
1,1981,1,1,340,252,5
1,1943,1,2,,,2
2,1956,1,2,,,2
1,1972,3,2,,,2
1,1960,1,2,288,910,1
2,1965,1,2,,,1
2,1995,5,2,,,1
2,1999,5,2,157,521,1
2,2001,0,2,,,1
1,1940,3,2,,,1
2,1942,2,1,27,941,1
1,1971,3,1,,,1
2,2003,0,1,,,1
1,1944,1,2,,,7
2,1952,1,1,,,7
1,1940,1,1,,,1
2,1950,1,1,,952,1
1,1943,1,2,,,1
2,1950,1,2,,,1
2,1938,2,1,,,1
1,1959,1,2,,862,1
2,1960,1,2,,,1
2,1957,1,1,144,941,1
1,1952,1,1,260,873,1
1,1981,1,2,186,771,1
2,1988,1,2,,,1
1,2016,0,2,,,1
1,1962,1,1,,,1
2,1970,1,1,350,952,1
1,1992,5,1,194,314,1
1,1994,5,1,163,922,1
2,1943,2,1,,,1
2,1978,3,2,130,432,1
2,1998,5,2,,,1
2,2005,0,2,,,1
1,1936,1,2,,,1
2,1941,1,1,,,1
2,1948,3,1,27,951,2
1,1971,5,2,144,922,2
2,1935,2,1,,,2
1,1976,1,1,410,411,3
2,1980,1,1,,,3
2,2016,0,2,,,3
1,1950,1,1,,,1
2,1952,1,1,,,1
2,1943,2,2,27,952,1
2,1967,5,1,168,421,1
1,2001,0,2,,,1
1,1931,2,1,,,1
1,1942,6,1,,,1
2,1944,2,1,,,1
1,1942,1,2,,,1
2,1942,1,1,,,1
2,1961,3,2,200,941,1
2,1988,5,2,,,1
2,1994,5,2,,,1
1,1958,1,1,364,875,1
2,1965,1,1,170,421,1
2,1989,5,1,,,1
2,1995,5,1,,,1
1,1999,5,1,,,1
1,1949,1,1,27,941,1
2,1955,1,1,200,259,1
1,1970,1,2,679,311,1
2,1971,1,2,567,313,1
1,1998,5,2,,,1
1,2003,0,2,,,1
2,1942,2,1,,,1
1,1954,1,2,214,314,1
2,1955,1,2,,,1
2,1986,5,2,183,259,1
1,1973,3,2,,510,2
2,1937,2,1,,,2
1,1966,3,2,130,259,1
1,1971,5,2,542,273,2
1,1943,1,2,,,1
2,1946,1,2,,,1
2,1960,2,2,,,1
1,1986,5,2,220,751,1
2,1988,5,2,,,1
2,1951,2,2,,,1
2,1995,5,2,,521,1
1,1961,2,1,,151,1
2,1989,5,1,360,313,1
2,1991,5,1,180,314,1
1,1931,1,2,,,1
2,1934,1,2,,,1
2,1988,5,2,,,1
1,1986,5,2,375,761,1
1,1954,1,2,180,892,1
2,1958,1,2,,,1
1,1988,5,2,210,312,1
1,1986,5,2,208,222,1
1,1958,3,2,190,873,1
2,1927,2,2,,,1
1,1941,1,1,,,1
2,1956,1,1,,,1
1,1977,1,2,483,231,1
2,1973,1,2,,,1
1,2013,0,2,,,1
1,1954,1,1,220,112,1
2,1958,1,1,,259,1
1,1985,5,2,491,312,1
1,1963,1,1,665,510,1
2,1961,1,1,,,1
1,1940,1,1,,,1
2,1947,1,1,71,421,1
2,1971,5,1,502,311,1
1,1976,1,1,552,285,1
2,1976,1,1,,,1
1,2011,0,1,,,1
2,2014,0,1,,,1
1,1939,1,2,,,6
2,1943,1,1,,611,6
2,1948,2,2,,,1
1,1942,1,1,,,1
2,1942,1,1,,,1
2,1982,1,2,240,953,1
1,1975,1,2,312,799,1
2,2007,0,2,,,1
1,2012,0,2,,,1
1,1939,2,1,,,2
1,1963,1,2,1246,132,1
2,1965,1,1,,521,1
2,1991,5,2,500,320,1
1,1993,5,2,,,1
1,1977,1,2,625,312,1
2,1980,1,2,,,1
1,2011,0,2,,,1
1,1972,1,2,625,330,1
2,1974,1,2,650,330,1
2,2003,0,2,,,1
1,2008,0,2,,,1
2,2010,0,2,,,1
2,1944,2,1,,,1
2,1947,3,2,27,999,1
1,1940,1,1,,,1
2,1942,1,1,,,1
1,1938,2,1,20,941,1
2,1969,3,2,80,521,7
2,1932,2,2,,,7
1,1961,3,1,,,1
2,1976,5,2,100,399,1
2,1951,2,1,68,421,2
1,1972,1,1,917,312,1
2,1976,1,2,,,1
2,2007,0,2,,,1
1,2009,0,2,,,1
1,1970,1,1,760,313,1
2,1974,1,1,80,953,1
1,2000,5,1,,,1
2,2001,0,1,,,1
1,1950,1,1,,531,1
2,1952,1,1,,,1
1,1942,1,2,,,1
2,1947,1,1,,,1
1,1965,1,1,700,221,1
2,1969,1,1,716,399,1
1,1998,5,1,,,1
1,2001,0,1,,,1
1,1950,1,1,,,1
2,1954,1,1,,,1
1,1953,1,1,,,2
2,1953,1,1,168,243,2
2,1960,3,2,255,442,1
2,1990,5,2,261,253,1
2,1957,1,2,,,1
1,1952,1,2,50,314,1
1,1981,5,2,333,221,1
1,1959,1,1,560,141,1
2,1961,1,1,,,1
1,1988,5,1,285,312,1
2,1992,5,1,238,314,1
1,1936,1,2,,,1
2,1940,1,2,,,1
1,1976,1,2,808,312,1
2,1978,1,2,160,259,1
2,2010,0,2,,,1
1,2015,0,2,,,1
2,1940,3,1,,,1
1,1959,1,1,536,771,1
2,1961,1,1,220,421,1
1,1959,1,2,446,875,1
1,1989,5,2,370,239,1
2,1962,1,2,,,1
1,2009,0,2,,,1
1,1946,1,1,,,1
2,1949,1,1,,,1
1,1949,1,2,,,1
2,1957,1,2,,952,1
2,1958,2,1,199,941,1
1,1958,3,2,275,312,1
1,1989,5,2,,922,1
1,1985,5,2,204,873,1
2,1985,5,1,,,1
2,1959,3,1,106,941,1
2,1983,5,1,106,941,1
2,1961,3,1,55,421,1
2,1988,5,1,,,1
1,1953,1,2,,,1
2,1958,1,2,103,952,1
1,1983,5,2,,999,1
1,1956,5,2,166,942,1
2,1945,5,2,,,1
1,1942,1,1,70,922,1
2,1947,1,1,42,952,1
2,1954,2,1,,952,1
1,1988,5,1,279,313,1
2,1940,5,1,,,1
1,1935,1,1,,,1
2,1939,1,1,,,1
1,2003,0,1,,,1
1,1936,1,1,,,1
2,1948,1,2,,,1
2,1993,1,2,110,952,2
1,1985,1,2,289,761,2
1,2014,0,2,,,2
2,1948,2,1,,,1
1,1980,5,1,306,531,1
1,1974,1,2,1167,261,1
2,1972,1,2,,,1
1,2005,0,2,,,1
2,2007,0,2,,,1
2,1938,2,2,,,1
1,1955,1,2,168,873,1
2,1954,1,1,,,1
1,1977,5,2,417,873,1
1,1959,1,1,,873,1
2,1966,1,1,225,247,1
2,1994,5,1,,,1
1,1999,5,1,,,1
1,1976,1,2,304,771,1
2,1980,1,2,,442,1
2,2011,0,2,,,1
1,2015,0,2,,,1
2,1948,2,2,,,1
2,1953,2,2,,,1
1,1979,5,2,,743,1
2,1938,2,1,,,1
2,1956,4,1,,,1
1,1940,1,2,,,1
2,1947,1,2,,,1
2,1969,3,1,233,432,1
1,1996,5,1,237,311,1
1,1952,1,2,400,875,1
2,1961,1,1,,951,1
2,1983,1,1,421,243,1
1,1980,1,1,427,312,1
1,2010,0,1,,,1
2,2013,0,1,,,1
1,1963,5,1,166,314,1
2,1939,2,1,,,1
1,1950,1,2,,,2
2,1956,1,1,,,2
1,1963,1,2,50,811,1
2,1964,1,2,230,521,1
1,1988,5,2,410,510,2
1,1993,1,2,298,612,1
2,1991,1,2,,,1
2,2015,0,2,,,1
1,2017,0,2,,,1
1,1963,1,2,865,149,1
2,1967,1,2,60,951,1
1,1992,5,2,,,1
2,1995,5,2,158,314,1
1,1963,1,1,197,730,1
2,1968,1,1,71,421,1
2,1994,5,1,210,312,1
2,1991,5,1,224,311,7
1,1941,1,1,20,941,5
2,1947,1,1,27,999,5
1,1976,1,1,,283,7
2,1985,1,1,185,248,7
2,2015,0,2,,,7
2,1955,2,1,195,953,1
1,1979,5,1,,799,1
2,1951,2,1,55,421,1
1,1962,1,1,414,521,1
2,1966,1,1,,,1
2,1993,5,1,104,432,1
1,1996,5,1,,,1
2,1959,2,2,,,2
1,1980,5,2,292,312,2
1,1961,1,2,255,930,1
2,1963,1,2,,951,1
1,1963,1,1,312,881,1
2,1964,1,1,203,521,1
2,1991,5,2,,,1
2,1995,5,1,,,1
1,1960,1,2,,431,1
2,1968,1,2,262,999,1
1,1994,5,2,,,1
2,1997,5,2,,,1
2,1999,5,2,,,1
2,1933,2,1,,,1
1,1935,1,1,30,941,1
2,1942,1,1,27,941,1
1,1942,1,1,,,1
2,1947,1,1,,,1
1,1943,1,1,,,1
2,1947,1,1,,951,1
1,1973,5,2,265,510,1
1,1964,1,1,,873,7
2,1968,1,2,163,247,7
1,1997,5,2,,,7
1,1992,5,2,204,312,1
1,1971,1,1,516,151,1
2,1975,1,1,250,312,1
1,2002,0,1,,,1
2,2005,0,1,,,1
1,1959,1,2,434,874,1
2,1962,1,2,,,1
1,1986,5,2,267,753,1
2,1989,5,2,261,312,1
1,1933,1,2,,,1
2,1939,1,1,,,1
2,1943,2,1,,,1
1,1947,1,1,170,942,1
2,1948,1,1,,,1
2,1938,2,1,,,1
1,1960,1,1,254,862,1
2,1965,1,1,35,421,1
2,1989,5,1,273,312,1
1,1991,5,1,245,761,1
1,2000,5,1,,,1
2,1926,2,1,,,1
2,1971,1,1,,,1
1,1972,1,1,400,254,1
2,2007,0,1,,,1
1,1965,5,2,,854,1
2,1941,2,1,,,1
2,1943,2,1,27,941,1
2,1957,4,1,180,951,2
1,1942,1,1,,261,1
2,1950,1,1,,,1
1,1963,1,1,480,311,1
2,1964,1,1,,,1
1,1999,5,1,,,1
1,1935,2,1,,,1
2,1942,2,1,,,2
2,1946,2,1,,,3
1,1951,1,2,280,910,3
2,1948,1,2,258,442,3
2,2003,0,2,,,3
2,1997,5,2,,,3
2,1955,3,2,,,3
1,1941,1,1,,,3
2,1944,1,1,,,3
2,2001,0,1,,,3
1,1970,3,1,243,761,3
1,1934,1,1,,,3
2,1937,1,1,,,3
2,1965,5,1,,,3
1,1955,1,1,,521,3
2,1960,1,1,,521,3
1,1992,5,1,,,3
2,1955,2,1,,521,3
1,1971,1,1,,751,3
2,1972,1,1,,313,3
1,2001,0,1,,,3
2,2003,0,1,,,3
2,2006,0,1,,,3
1,1943,1,1,,,3
2,1953,1,1,125,941,3
1,1963,1,2,,783,3
2,1972,1,2,,,3
2,1996,5,2,,,3
1,1941,1,1,,,1
2,1945,1,1,200,521,1
2,1974,5,1,367,521,1
1,1959,1,1,,441,3
2,1963,1,1,,442,3
2,1991,5,1,180,285,3
1,1989,5,2,325,312,6
2,1947,3,2,,,3
1,1952,1,2,,,3
2,1964,1,2,,,3
2,1983,5,2,,,3
2,1968,2,1,,422,1
1,1990,5,1,200,312,3
2,1993,5,1,230,285,1
1,1974,1,1,500,311,3
2,1977,1,1,517,252,3
2,2009,0,1,,,3
1,2011,0,1,,,3
2,1951,2,2,,,3
1,1924,1,2,,,3
2,1934,1,2,,,3
2,1938,2,1,,,3
2,1950,3,1,,,3
1,1962,1,2,,,3
2,1959,1,2,,441,3
2,1982,1,2,200,313,3
1,1981,1,2,462,510,3
2,2012,0,2,,,3
2,2014,0,2,,,3
2,1941,2,1,,,3
2,1965,3,1,,422,3
1,1960,1,1,383,236,3
2,1970,1,1,217,992,3
2,1992,5,1,225,312,3
1,2001,0,1,,,3
2,1936,2,2,,422,3
2,1960,4,2,,422,3
2,1984,5,2,,,3
2,1938,2,2,,,3
2,1965,3,2,130,941,3
1,1988,5,2,265,922,3
1,1991,5,2,265,922,3
1,1947,1,1,,,3
2,1954,1,1,,,3
